Parceiro,Tipo,Subtipo,Especialidade,Produto,Valor Particular,Valor Repasse,Valor Venda
Sedilab,Local,Laboratório,Exames clínicos,Hepatite b - hbeag,"R$ 18,20","R$ 14,00","16,38"
Sedilab,Local,Laboratório,Exames clínicos,Hepatite b - hbsag,"R$ 14,30","R$ 11,00","12,87"
Sedilab,Local,Laboratório,Exames clínicos,Hepatite c - anti hcv,"R$ 14,30","R$ 11,00","12,87"
Sedilab,Local,Laboratório,Exames clínicos,Hexanodiona 2.5,"R$ 26,00","R$ 20,00","23,40"
Sedilab,Local,Laboratório,Exames clínicos,Hiv - pesquisa de anticorpos 1 e 2,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Homocisteina,"R$ 71,50","R$ 55,00","64,35"
Sedilab,Local,Laboratório,Exames clínicos,Hormonio foliculo estimulante - fsh,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Htlv i e ii,"R$ 26,00","R$ 20,00","23,40"
Sedilab,Local,Laboratório,Exames clínicos,Ige - venenos de abelha - i1,"R$ 32,50","R$ 25,00","29,25"
Sedilab,Local,Laboratório,Exames clínicos,Ige especifico i3 - venenos - vespa,"R$ 32,50","R$ 25,00","29,25"
Sedilab,Local,Laboratório,Exames clínicos,Ige especifico i4 - venenos - marimbondo.vespa,"R$ 41,60","R$ 32,00","37,44"
Sedilab,Local,Laboratório,Exames clínicos,Ige especifico k20 - ocupacionais - la,"R$ 32,50","R$ 25,00","29,25"
Sedilab,Local,Laboratório,Exames clínicos,Ige especifico para amendoim - f13,"R$ 28,60","R$ 22,00","25,74"
Sedilab,Local,Laboratório,Exames clínicos,Igf-1 somatomedina c,"R$ 39,00","R$ 30,00","35,10"
Sedilab,Local,Laboratório,Exames clínicos,Igfbp-3 proteina ligadora igf-1,"R$ 104,00","R$ 80,00","93,60"
Sedilab,Local,Laboratório,Exames clínicos,Imunoglobulina d - igo,"R$ 104,00","R$ 80,00","93,60"
Sedilab,Local,Laboratório,Exames clínicos,Imunoglobulina e - ige,"R$ 15,60","R$ 12,00","14,04"
Sedilab,Local,Laboratório,Exames clínicos,Imunoglobulina e - ige total,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Indice de homa - beta,"R$ 52,00","R$ 40,00","46,80"
Sedilab,Local,Laboratório,Exames clínicos,Indice de saturacao da transferrina,"R$ 26,00","R$ 20,00","23,40"
Sedilab,Local,Laboratório,Exames clínicos,Insulina,"R$ 39,00","R$ 30,00","35,10"
Sedilab,Local,Laboratório,Exames clínicos,Intolerancia lactose polimorfismo - lactogen,"R$ 182,00","R$ 140,00","163,80"
Sedilab,Local,Laboratório,Exames clínicos,Kttp,"R$ 6,50","R$ 5,00","5,85"
Sedilab,Local,Laboratório,Exames clínicos,"Lamotrigina serico, dosagem","R$ 260,00","R$ 200,00","234,00"
Sedilab,Local,Laboratório,Exames clínicos,Lh - hormonio luteinizante,"R$ 13,00","R$ 10,00","11,70"
Sedilab,Local,Laboratório,Exames clínicos,Lipase,"R$ 26,00","R$ 20,00","23,40"
Sedilab,Local,Laboratório,Exames clínicos,Magnesio,"R$ 6,50","R$ 5,00","5,85"
Sedilab,Local,Laboratório,Exames clínicos,Magnesio eritrocitario,"R$ 364,00","R$ 280,00","327,60"
Sedilab,Local,Laboratório,Exames clínicos,Manganes serico,"R$ 32,50","R$ 25,00","29,25"
Sedilab,Local,Laboratório,Exames clínicos,Manganes urinario pre jornada,"R$ 32,50","R$ 25,00","29,25"
Sedilab,Local,Laboratório,Exames clínicos,Mercurio urinario pre jornada,"R$ 58,50","R$ 45,00","52,65"
Sedilab,Local,Laboratório,Exames clínicos,Metahemoglobina,"R$ 49,40","R$ 38,00","44,46"
Sedilab,Local,Laboratório,Exames clínicos,Metanefrinas - amostra isolada,"R$ 676,00","R$ 520,00","608,40"
Sedilab,Local,Laboratório,Exames clínicos,Metanefrinas fracoes urina 24 horas,"R$ 140,40","R$ 108,00","126,36"
Sedilab,Local,Laboratório,Exames clínicos,Metanol urina,"R$ 26,00","R$ 20,00","23,40"
Sedilab,Local,Laboratório,Exames clínicos,Metil etil cetona,"R$ 58,50","R$ 45,00","52,65"
Sedilab,Local,Laboratório,Exames clínicos,Metil isobutil cetona urinaria - nr7,"R$ 179,40","R$ 138,00","161,46"
Sedilab,Local,Laboratório,Exames clínicos,Micologico direto,"R$ 10,40","R$ 8,00","9,36"
Sedilab,Local,Laboratório,Exames clínicos,Micologico direto - fungos,"R$ 10,40","R$ 8,00","9,36"
Sedilab,Local,Laboratório,Exames clínicos,Microalbumina urina 24 horas,"R$ 26,00","R$ 20,00","23,40"
Sedilab,Local,Laboratório,Exames clínicos,Níquel serico,"R$ 32,50","R$ 25,00","29,25"
Sedilab,Local,Laboratório,Exames clínicos,Níquel urinario pre-jornada,"R$ 49,40","R$ 38,00","44,46"
Sedilab,Local,Laboratório,Exames clínicos,N-metilformamida - urina,"R$ 163,80","R$ 126,00","147,42"
Sedilab,Local,Laboratório,Exames clínicos,Nt probnp,"R$ 286,00","R$ 220,00","257,40"
Sedilab,Local,Laboratório,Exames clínicos,Osmolaridade urina,"R$ 58,50","R$ 45,00","52,65"
Sedilab,Local,Laboratório,Exames clínicos,P - nitrofenol - urina,"R$ 418,60","R$ 322,00","376,74"
Sedilab,Local,Laboratório,Exames clínicos,Parasitologico direto trypanosoma cruzi - doenca de chagas,"R$ 52,00","R$ 40,00","46,80"
Sedilab,Local,Laboratório,Exames clínicos,Paratormonio - pth,"R$ 65,00","R$ 50,00","58,50"
Sedilab,Local,Laboratório,Exames clínicos,Pcr - infecções sexualmente transmissíveis,"R$ 286,00","R$ 220,00","257,40"
Sedilab,Local,Laboratório,Exames clínicos,Pentaclorofenol po da china - urina,"R$ 504,40","R$ 388,00","453,96"
Sedilab,Local,Laboratório,Exames clínicos,Perfil lipidico,"R$ 23,14","R$ 17,80","20,83"
Sedilab,Local,Laboratório,Exames clínicos,Pesquisa chlamydia pcr,"R$ 234,00","R$ 180,00","210,60"
Sedilab,Local,Laboratório,Exames clínicos,Pesquisa de haemophilus ducrey,"R$ 13,00","R$ 10,00","11,70"
Sedilab,Local,Laboratório,Exames clínicos,Pesquisa de sangue oculto-fezes,"R$ 15,60","R$ 12,00","14,04"
Sedilab,Local,Laboratório,Exames clínicos,Pl,"R$ 5,20","R$ 4,00","4,68"
Sedilab,Local,Laboratório,Exames clínicos,"Plasmodium, pesquisa direta","R$ 39,00","R$ 30,00","35,10"
Sedilab,Local,Laboratório,Exames clínicos,Potassio,"R$ 5,20","R$ 4,00","4,68"
Sedilab,Local,Laboratório,Exames clínicos,Progesterona,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Prolactina,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Proteína c funcional,"R$ 117,00","R$ 90,00","105,30"
Sedilab,Local,Laboratório,Exames clínicos,Proteina c reativa,"R$ 6,50","R$ 5,00","5,85"
Sedilab,Local,Laboratório,Exames clínicos,Proteína c reativa quantitativa,"R$ 6,50","R$ 5,00","5,85"
Sedilab,Local,Laboratório,Exames clínicos,Proteína s funcional,"R$ 169,00","R$ 130,00","152,10"
Sedilab,Local,Laboratório,Exames clínicos,Proteínas totais e fracoes,"R$ 13,00","R$ 10,00","11,70"
Sedilab,Local,Laboratório,Exames clínicos,Proteinuria urina 24 h,"R$ 10,40","R$ 8,00","9,36"
Sedilab,Local,Laboratório,Exames clínicos,Psa livre-total,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Psa total,"R$ 16,90","R$ 13,00","15,21"
Sedilab,Local,Laboratório,Exames clínicos,Rc,"R$ 5,20","R$ 4,00","4,68"
Sedilab,Local,Laboratório,Exames clínicos,Resistencia a proteina c ativada rpca,"R$ 390,00","R$ 300,00","351,00"
Sedilab,Local,Laboratório,Exames clínicos,Reticulocitos,"R$ 7,80","R$ 6,00","7,02"
Sedilab,Local,Laboratório,Exames clínicos,Rubeola igg,"R$ 23,40","R$ 18,00","21,06"
Sedilab,Local,Laboratório,Exames clínicos,Rubeola igm,"R$ 26,00","R$ 20,00","23,40"
Sedilab,Local,Laboratório,Exames clínicos,Rx do calcaneo,"R$ 58,50","R$ 45,00","52,65"
Sedilab,Local,Laboratório,Exames clínicos,Sarampo - anticorpos igg,"R$ 58,50","R$ 45,00","52,65"
Sedilab,Local,Laboratório,Exames clínicos,Sars-cov-2 antigeno - teste rapido,"R$ 78,00","R$ 60,00","70,20"
Sedilab,Local,Laboratório,Exames clínicos,Sars-cov-2 covid-19 ab,"R$ 325,00","R$ 250,00","292,50"
Sedilab,Local,Laboratório,Exames clínicos,Sars-cov-2 igm-igg teste rapido,"R$ 195,00","R$ 150,00","175,50"
Sedilab,Local,Laboratório,Exames clínicos,Sars-cov-2 pesquisa antigeno viral,"R$ 156,00","R$ 120,00","140,40"
Sedilab,Local,Laboratório,Exames clínicos,Sars-cov-2 rt-pcr,"R$ 299,00","R$ 230,00","269,10"
Sedilab,Local,Laboratório,Exames clínicos,Sars-cov-2 sorologia igm-igg,"R$ 143,00","R$ 110,00","128,70"
Sedilab,Local,Laboratório,Exames clínicos,S-dhea - sulfato de dehidroepiandrosterona,"R$ 52,00","R$ 40,00","46,80"
Sedilab,Local,Laboratório,Exames clínicos,Shbg - globulina de ligacao de hormonios sexuais,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Sodio,"R$ 5,20","R$ 4,00","4,68"
Sedilab,Local,Laboratório,Exames clínicos,Sumário de urina,"R$ 4,55","R$ 3,50","4,10"
Sedilab,Local,Laboratório,Exames clínicos,T3 - triiodotironina livre,"R$ 10,40","R$ 8,00","9,36"
Sedilab,Local,Laboratório,Exames clínicos,T3 - triiodotironina reverso,"R$ 58,50","R$ 45,00","52,65"
Sedilab,Local,Laboratório,Exames clínicos,T3 - triiodotironina total,"R$ 10,40","R$ 8,00","9,36"
Sedilab,Local,Laboratório,Exames clínicos,T4 - tiroxina,"R$ 10,40","R$ 8,00","9,36"
Sedilab,Local,Laboratório,Exames clínicos,T4 - tiroxina livre,"R$ 10,40","R$ 8,00","9,36"
Sedilab,Local,Laboratório,Exames clínicos,Tc,"R$ 3,90","R$ 3,00","3,51"
Sedilab,Local,Laboratório,Exames clínicos,Teste de falcizacao - pesquisa hemoglobina s,"R$ 7,80","R$ 6,00","7,02"
Sedilab,Local,Laboratório,Exames clínicos,Testosterona biodisponivel,"R$ 65,00","R$ 50,00","58,50"
Sedilab,Local,Laboratório,Exames clínicos,Testosterona livre,"R$ 13,00","R$ 10,00","11,70"
Sedilab,Local,Laboratório,Exames clínicos,Testosterona total,"R$ 13,00","R$ 10,00","11,70"
Sedilab,Local,Laboratório,Exames clínicos,Tgo,"R$ 4,94","R$ 3,80","4,45"
Sedilab,Local,Laboratório,Exames clínicos,Tgp,"R$ 4,94","R$ 3,80","4,45"
Sedilab,Local,Laboratório,Exames clínicos,Toxicologico em cabelo,"R$ 169,00","R$ 130,00","152,10"
Sedilab,Local,Laboratório,Exames clínicos,Toxicologico para cnh,"R$ 156,00","R$ 120,00","140,40"
Sedilab,Local,Laboratório,Exames clínicos,Toxoplasmose igg,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Toxoplasmose igm,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Tp,"R$ 6,50","R$ 5,00","5,85"
Sedilab,Local,Laboratório,Exames clínicos,Triagem toxicologica,"R$ 156,00","R$ 120,00","140,40"
Sedilab,Local,Laboratório,Exames clínicos,Triclorocompostos,"R$ 41,60","R$ 32,00","37,44"
Sedilab,Local,Laboratório,Exames clínicos,Triglicerideos,"R$ 4,94","R$ 3,80","4,45"
Sedilab,Local,Laboratório,Exames clínicos,Troponina cardíaca tn i,"R$ 39,00","R$ 30,00","35,10"
Sedilab,Local,Laboratório,Exames clínicos,Ts,"R$ 3,90","R$ 3,00","3,51"
Sedilab,Local,Laboratório,Exames clínicos,Tsh - hormonio tireoestimulante,"R$ 6,50","R$ 5,00","5,85"
Sedilab,Local,Laboratório,Exames clínicos,Ureia,"R$ 4,55","R$ 3,50","4,10"
Sedilab,Local,Laboratório,Exames clínicos,Urocultura,"R$ 28,60","R$ 22,00","25,74"
Sedilab,Local,Laboratório,Exames clínicos,Usg transvaginal,"R$ 130,00","R$ 100,00","117,00"
Sedilab,Local,Laboratório,Exames clínicos,Varicela zoster igg,"R$ 52,00","R$ 40,00","46,80"
Sedilab,Local,Laboratório,Exames clínicos,Vdrl,"R$ 5,20","R$ 4,00","4,68"
Sedilab,Local,Laboratório,Exames clínicos,Vhs,"R$ 5,20","R$ 4,00","4,68"
Sedilab,Local,Laboratório,Exames clínicos,Virus anticorpos igm,"R$ 221,00","R$ 170,00","198,90"
Sedilab,Local,Laboratório,Exames clínicos,Vitamina a,"R$ 39,00","R$ 30,00","35,10"
Sedilab,Local,Laboratório,Exames clínicos,Vitamina b1,"R$ 169,00","R$ 130,00","152,10"
Sedilab,Local,Laboratório,Exames clínicos,Vitamina b12,"R$ 19,50","R$ 15,00","17,55"
Sedilab,Local,Laboratório,Exames clínicos,Vitamina c,"R$ 117,00","R$ 90,00","105,30"
Sedilab,Local,Laboratório,Exames clínicos,Vitamina d 1.25 dihidroxi,"R$ 71,50","R$ 55,00","64,35"
Sedilab,Local,Laboratório,Exames clínicos,Vitamina d 25 hidroxi - vitamina d3,"R$ 28,60","R$ 22,00","25,74"
Sedilab,Local,Laboratório,Exames clínicos,Vitamina k,"R$ 448,50","R$ 345,00","403,65"
Sedilab,Local,Laboratório,Exames clínicos,Zika virus anticorpos igg,"R$ 221,00","R$ 170,00","198,90"
Sedilab,Local,Laboratório,Exames clínicos,Zinco serico,"R$ 26,00","R$ 20,00","23,40"
Sedilab,Local,Laboratório,Exames clínicos,Zinco urina,"R$ 52,00","R$ 40,00","46,80"
Spa Express,Local,Clínica,Fisioterapia,"Combo total (pré,intra e pós-operatorio)",1940.00,1610.00,0.00
Spa Express,Local,Clínica,Fisioterapia,Combo ligth(intra e pós-operatório),1760.00,1460.00,0.00
Spa Express,Local,Clínica,Fisioterapia,Combo pós-parto plus,1760.00,1460.00,0.00
Spa Express,Local,Clínica,Fisioterapia,Combo facial(intra e pós-operatório),1300.00,1095.00,0.00
Spa Express,Local,Clínica,Fisioterapia,Combo pós-parto( pós-operatório),1600.00,1328.00,0.00
Spa Express,Local,Clínica,Fisioterapia,Combo drenagem pós-operatório),1320.00,1095.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Abdominoplastia,11880.00,9900.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Abdominoplastia em ancora,13200.00,11000.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Blefaroplastia superior,5280.00,4400.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Blefaroplastia superior + inferior + cantopexia ou cantoplastia,10560.00,8800.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Braquioplastia,9900.00,8250.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Consulta,350.00,275.00,330.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Cruroplastia,12540.00,10450.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Ginecomastia,7920.00,6600.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Ginecomastia com lipo de peitoral,9240.00,7700.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Lifting facial,17160.00,14300.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Lipoaspiração de abdome com enxertia,11880.00,9900.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Lipoaspiracão de abdome e dorso com enxertia,19140.00,15950.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Lipoaspiracão de abdome e dorso sem enxertia,16500.00,13750.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Lipoaspiração de abdome sem enxertia,9240.00,7700.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Lipoaspiração de papada,5280.00,4400.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Lipoaspiracão pequena (ex: braços ou coxas ou axilas + torax),7920.00,6600.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Mamoplastia de aumento,10560.00,8800.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Mamoplastia redutora,14520.00,12100.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Mastopexia com prótese,15840.00,13200.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Mastopexia sem prótese,14520.00,12100.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Miniabdominoplastia,10560.00,8800.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Ninfoplastia,6600.00,5500.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Otoplastia,6600.00,5500.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Plasma de argonio (argoplasma),10560.00,8800.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Rinoplastia,13860.00,11550.00,0.00
Tercio Coelho,Profissional,Médico,Cirurgia plástica,Rinoplastia com cartilagem costal,15840.00,13200.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Abdominoplastia,10000.00,8000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Abdominoplastia + hérnia,10625.00,8500.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Abdominoplastia + lipo de cintura,13750.00,11000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Abdominoplastia + lipo de cintura + costa,17500.00,14000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Abdominoplastia + lipo média+ hérnia,18125.00,14500.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Abdominoplastia + lipoescultura,23000.00,18400.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Abdominoplastia + lipoescultura+enxertia de glutéo,24240.00,20200.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Abdominoplastia + ninfoplastia,13750.00,11000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Blefaroplastia inferior,5000.00,4000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Blefaroplastia superior,5000.00,4000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Blefaroplastia superior + inferior,9750.00,7800.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Bota pneumática cirúrgica,375.00,300.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Consulta,450.00,200.00,280.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Curativos até 3,250.00,200.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Enxertia de glúteo,2250.00,1800.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Ginecomastia,10000.00,8000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lifting braço,8750.00,7000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lifting coxa,8750.00,7000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lipo de braço,5000.00,4000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lipo de cintura+ abdominoplastia + enxertia de glúteo,16000.00,12800.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lipoescultura s/ Braço e c/ Tecnologia,20000.00,16000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lipoescultura s/ Braço e s/ Tecnologia,15000.00,12000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lipoaspiração média 2 a 4 horas,10000.00,8000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lipoaspiração pequena até 2 horas,7500.00,6000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lipoescultura,15000.00,12000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Lipoescultura com laser,20000.00,16000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Mamoplastia de aumento,7500.00,6000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Mamoplastia de aumento + lipo média,17812.50,14250.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Mamoplastia de aumento + lipo pequena 2 horas,15000.00,12000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Mamoplastia redutora,11250.00,9000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Mastopexia com prótese,11875.00,9500.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Mastopexia sem prótese,11875.00,9500.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Mini abdominoplastia + lipo de cintura,12500.00,10000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Ninfoplastia com enxertia de gordura,8125.00,6500.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Ninfoplastia pequenos lábios,4750.00,3800.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Otoplastia,8125.00,6500.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Rinoplastia,11250.00,9000.00,0.00
Wolff Hans,Profissional,Médico,Cirurgia plástica,Rinoplastia c/retirada de costela,13750.00,11000.00,0.00
Joana Cariri,Profissional,Médico,Instrumentação,Instrumentação ginecomastia,450.00,450.00,0.00
Victor Grangeiro de Melo,Profissional,Médico,Otorrinoaringologista,Consulta Otorrinoaringologista,300.00,250.00,280.00
Victor Grangeiro de Melo,Profissional,Médico,Otorrinoaringologista,Adenoamigdalectomia,4000.00,3400.00,0.00
Victor Grangeiro de Melo,Profissional,Médico,Otorrinoaringologista,Adenoidectomia,3000.00,2550.00,0.00
Victor Grangeiro de Melo,Profissional,Médico,Otorrinoaringologista,Amigdalectomia,3000.00,2550.00,0.00
Victor Grangeiro de Melo,Profissional,Médico,Otorrinoaringologista,Rinoplastia (variável),10000.00,8500.00,0.00
Victor Grangeiro de Melo,Profissional,Médico,Otorrinoaringologista,Septoplastia,3000.00,2550.00,0.00
Victor Grangeiro de Melo,Profissional,Médico,Otorrinoaringologista,Sinusectomia,4000.00,3400.00,0.00
Bruno Saraiva Bezerra Medrado,Profissional,Médico,Urologia,Consulta Urologista,350.00,250.00,300.00
Bruno Saraiva Bezerra Medrado,Profissional,Médico,Urologia,RTU de Próstata (Raspagem),5800.00,5220.00,0.00
Bruno Saraiva Bezerra Medrado,Profissional,Médico,Urologia,Cirurgia Aberta (Convencional),8200.00,9020.00,0.00
Bruno Saraiva Bezerra Medrado,Profissional,Médico,Urologia,Bipolep (Enucleação),9200.00,8280.00,0.00
Bruno Saraiva Bezerra Medrado,Profissional,Médico,Urologia,Ureterorrenolitotripsia Rígida,5800.00,5220.00,0.00
Bruno Saraiva Bezerra Medrado,Profissional,Médico,Urologia,Ureterorrenolitotripsia Flexível,7600.00,6840.00,0.00
Bruno Saraiva Bezerra Medrado,Profissional,Médico,Urologia,Nefrolitotripsia Percutânea,13100.00,11790.00,0.00
Bruno Saraiva Bezerra Medrado,Profissional,Médico,Urologia,Vasectomia,2700.00,2430.00,0.00
Bruno Saraiva Bezerra Medrado,Profissional,Médico,Urologia,Prostatectomia Radical Videolaparoscópica,12050.00,10845.00,0.00
Rafael Ataide,Profissional,Médico,Cirurgia plástica,Consulta,450.00,400.00,450.00
Rafael Ataide,Profissional,Médico,Cirurgia plástica,Mamoplastia redutora,24000.00,20000.00,0.00
Rafael Ataide,Profissional,Médico,Cirurgia plástica,Lipo + Abdominoplastia,28000.00,25200.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Adenoamigdalectomia,4300.00,3500.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Adenoidectomia,3600.00,3000.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Amigdalectomia,3600.00,3000.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Blefaroplastia Inferior,7000.00,5500.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Blefaroplastia Superior,7000.00,5500.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Blefaroplastia Superior + Inferior,12000.00,10500.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Frenotomia Lingual,3500.00,2000.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Septoplastia + Turbinectomia + Sinusotomia Maxilar,8500.00,8000.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Septoplastia + Turbinectomia Bilateral,7500.00,7000.00,0.00
Thales Victor Fernandes Ferreira,Profissional,Médico,Otorrinoaringologista,Timpanotomia + Inserção de Tubo de Ventilação,3000.00,2500.00,0.00
Biolab,Local,Laboratório,Exames clínicos,"Teste Do Pezinho Master ( Fenilalanina, T4,Glicose 6 Fosfato Desidrogenase, Sífilis - Anticorpos Totais,Chagas Anticorpos Totais,Citomegalovírus Igm,Cromatografia De Aminoácidos,Tsh,Hemoglobinopatias:,17 Hidroxiprogesterona,Fibrose Cística,Galactose,Toxoplasmose Igm, Rubéola Igm, Atividade Da Biotinidase",450.00,315.00,398.00
Hospital Neurocardio,Local,Hospital,Multidisciplinar,Mamoplastia redutora com prótese + lipo de axila,4050.00,4050.00,0.00
Anestesia e Serviços Médicos LTDA,Profissional,Médico,Anestesia,Mamoplastia redutora com prótese + lipo de axila,3500.00,3800.00,0.00
Anestesia e Serviços Médicos LTDA,Profissional,Médico,Anestesia,Lipoescultura ultrassônica de definição,2600.00,2600.00,0.00
Anestesia e Serviços Médicos LTDA,Profissional,Médico,Anestesia,Lipo de braço,"750,00","750,00",0.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Raio-x - punho,150.00,50.61,120.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Raio-x - sacro-coccix,150.00,53.52,120.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Raio-x - seios da face,150.00,53.35,120.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Raio-x - sela turcica,150.00,51.25,120.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Raio-x - transito e morfologia do delgado,430.00,160.04,120.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Raio-x esterno,150.00,53.36,344.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Retinografia,300.00,100.00,200.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Retinografia,350.00,200.00,290.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Rinoplastia,2640.00,2640.00,0.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Rinoplastia Com Cartilagem Costal,2640.00,2640.00,0.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Rx maos e punhos para idade ossea,150.00,35.76,90.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - abdome inferior,500.00,275.00,120.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - abdome superior,500.00,275.00,400.00
Hospital Memorial,Local,Hospital,Multidisciplinar,"Tc - abdome total (abdome superior, pelve e retroperitonio",650.00,300.00,400.00
